Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2021-01-31,2020-21,Brighton,Tottenham,1,0,H
2021-02-02,2020-21,Sheffield United,West Brom,2,1,H
2021-02-02,2020-21,Wolves,Arsenal,2,1,H
2021-02-02,2020-21,Man United,Southampton,9,0,H
2021-02-02,2020-21,Newcastle,Crystal Palace,1,2,A
2021-02-03,2020-21,Burnley,Man City,0,2,A
2021-02-03,2020-21,Fulham,Leicester,0,2,A
2021-02-03,2020-21,Leeds,Everton,1,2,A
2021-02-03,2020-21,Aston Villa,West Ham,1,3,A
2021-02-03,2020-21,Liverpool,Brighton,0,1,A
2021-02-04,2020-21,Tottenham,Chelsea,0,1,A
2021-02-06,2020-21,Aston Villa,Arsenal,1,0,H
2021-02-06,2020-21,Burnley,Brighton,1,1,D
2021-02-06,2020-21,Newcastle,Southampton,3,2,H
2021-02-06,2020-21,Fulham,West Ham,0,0,D
2021-02-06,2020-21,Man United,Everton,3,3,D
2021-02-07,2020-21,Tottenham,West Brom,2,0,H
2021-02-07,2020-21,Wolves,Leicester,0,0,D
2021-02-07,2020-21,Liverpool,Man City,1,4,A
2021-02-07,2020-21,Sheffield United,Chelsea,1,2,A
2021-02-08,2020-21,Leeds,Crystal Palace,2,0,H
2021-02-13,2020-21,Leicester,Liverpool,3,1,H
2021-02-13,2020-21,Crystal Palace,Burnley,0,3,A
2021-02-13,2020-21,Man City,Tottenham,3,0,H
2021-02-13,2020-21,Brighton,Aston Villa,0,0,D
2021-02-14,2020-21,Southampton,Wolves,1,2,A
2021-02-14,2020-21,West Brom,Man United,1,1,D
2021-02-14,2020-21,Arsenal,Leeds,4,2,H
2021-02-14,2020-21,Everton,Fulham,0,2,A
2021-02-15,2020-21,West Ham,Sheffield United,3,0,H
2021-02-15,2020-21,Chelsea,Newcastle,2,0,H
2021-02-17,2020-21,Burnley,Fulham,1,1,D
2021-02-17,2020-21,Everton,Man City,1,3,A
2021-02-19,2020-21,Wolves,Leeds,1,0,H
2021-02-20,2020-21,Southampton,Chelsea,1,1,D
2021-02-20,2020-21,Burnley,West Brom,0,0,D
2021-02-20,2020-21,Liverpool,Everton,0,2,A
2021-02-20,2020-21,Fulham,Sheffield United,1,0,H
2021-02-21,2020-21,West Ham,Tottenham,2,1,H
2021-02-21,2020-21,Aston Villa,Leicester,1,2,A
2021-02-21,2020-21,Arsenal,Man City,0,1,A
2021-02-21,2020-21,Man United,Newcastle,3,1,H
2021-02-22,2020-21,Brighton,Crystal Palace,1,2,A
2021-02-23,2020-21,Leeds,Southampton,3,0,H
2021-02-27,2020-21,Man City,West Ham,2,1,H
2021-02-27,2020-21,West Brom,Brighton,1,0,H
2021-02-27,2020-21,Leeds,Aston Villa,0,1,A
2021-02-27,2020-21,Newcastle,Wolves,1,1,D
2021-02-28,2020-21,Crystal Palace,Fulham,0,0,D
2021-02-28,2020-21,Leicester,Arsenal,1,3,A
2021-02-28,2020-21,Tottenham,Burnley,4,0,H
2021-02-28,2020-21,Chelsea,Man United,0,0,D
2021-02-28,2020-21,Sheffield United,Liverpool,0,2,A
2021-03-01,2020-21,Everton,Southampton,1,0,H
2021-03-02,2020-21,Man City,Wolves,4,1,H
2021-03-03,2020-21,Burnley,Leicester,1,1,D
2021-03-03,2020-21,Sheffield United,Aston Villa,1,0,H
2021-03-03,2020-21,Crystal Palace,Man United,0,0,D
2021-03-04,2020-21,Fulham,Tottenham,0,1,A
2021-03-04,2020-21,West Brom,Everton,0,1,A
2021-03-04,2020-21,Liverpool,Chelsea,0,1,A
2021-03-06,2020-21,Burnley,Arsenal,1,1,D
2021-03-06,2020-21,Sheffield United,Southampton,0,2,A
2021-03-06,2020-21,Aston Villa,Wolves,0,0,D
2021-03-06,2020-21,Brighton,Leicester,1,2,A
2021-03-07,2020-21,West Brom,Newcastle,0,0,D
2021-03-07,2020-21,Liverpool,Fulham,0,1,A
2021-03-07,2020-21,Man City,Man United,0,2,A
2021-03-07,2020-21,Tottenham,Crystal Palace,4,1,H
2021-03-08,2020-21,Chelsea,Everton,2,0,H
2021-03-08,2020-21,West Ham,Leeds,2,0,H
2021-03-10,2020-21,Man City,Southampton,5,2,H
2021-03-12,2020-21,Newcastle,Aston Villa,1,1,D
2021-03-13,2020-21,Leeds,Chelsea,0,0,D
2021-03-13,2020-21,Crystal Palace,West Brom,1,0,H
2021-03-13,2020-21,Everton,Burnley,1,2,A
2021-03-13,2020-21,Fulham,Man City,0,3,A
2021-03-14,2020-21,Southampton,Brighton,1,2,A
2021-03-14,2020-21,Leicester,Sheffield United,5,0,H
2021-03-14,2020-21,Arsenal,Tottenham,2,1,H
2021-03-14,2020-21,Man United,West Ham,1,0,H
2021-03-15,2020-21,Wolves,Liverpool,0,1,A
2021-03-19,2020-21,Fulham,Leeds,1,2,A
2021-03-20,2020-21,Brighton,Newcastle,3,0,H
2021-03-21,2020-21,West Ham,Arsenal,3,3,D
2021-03-21,2020-21,Aston Villa,Tottenham,0,2,A
2021-04-03,2020-21,Chelsea,West Brom,2,5,A
2021-04-03,2020-21,Leeds,Sheffield United,2,1,H
2021-04-03,2020-21,Leicester,Man City,0,2,A
2021-04-03,2020-21,Arsenal,Liverpool,0,3,A
2021-04-04,2020-21,Southampton,Burnley,3,2,H
2021-04-04,2020-21,Newcastle,Tottenham,2,2,D
2021-04-04,2020-21,Aston Villa,Fulham,3,1,H
2021-04-04,2020-21,Man United,Brighton,2,1,H
2021-04-05,2020-21,Everton,Crystal Palace,1,1,D
2021-04-05,2020-21,Wolves,West Ham,2,3,A
2021-04-09,2020-21,Fulham,Wolves,0,1,A
2021-04-10,2020-21,Man City,Leeds,1,2,A
2021-04-10,2020-21,Liverpool,Aston Villa,2,1,H
2021-04-10,2020-21,Crystal Palace,Chelsea,1,4,A
2021-04-11,2020-21,Burnley,Newcastle,1,2,A
2021-04-11,2020-21,West Ham,Leicester,3,2,H
2021-04-11,2020-21,Tottenham,Man United,1,3,A
2021-04-11,2020-21,Sheffield United,Arsenal,0,3,A
2021-04-12,2020-21,West Brom,Southampton,3,0,H
2021-04-12,2020-21,Brighton,Everton,0,0,D
2021-04-16,2020-21,Everton,Tottenham,2,2,D
2021-04-17,2020-21,Newcastle,West Ham,3,2,H
2021-04-17,2020-21,Wolves,Sheffield United,1,0,H
2021-04-18,2020-21,Arsenal,Fulham,1,1,D
2021-04-18,2020-21,Man United,Burnley,3,1,H
2021-04-19,2020-21,Leeds,Liverpool,1,1,D
2021-04-20,2020-21,Chelsea,Brighton,0,0,D
2021-04-21,2020-21,Tottenham,Southampton,2,1,H
2021-04-21,2020-21,Aston Villa,Man City,1,2,A
2021-04-22,2020-21,Leicester,West Brom,3,0,H
2021-04-23,2020-21,Arsenal,Everton,0,1,A
2021-04-24,2020-21,Liverpool,Newcastle,1,1,D
2021-04-24,2020-21,West Ham,Chelsea,0,1,A
2021-04-24,2020-21,Sheffield United,Brighton,1,0,H
2021-04-25,2020-21,Wolves,Burnley,0,4,A
2021-04-25,2020-21,Leeds,Man United,0,0,D
2021-04-25,2020-21,Aston Villa,West Brom,2,2,D
2021-04-26,2020-21,Leicester,Crystal Palace,2,1,H
2021-04-30,2020-21,Southampton,Leicester,1,1,D
2021-05-01,2020-21,Crystal Palace,Man City,0,2,A
2021-05-01,2020-21,Brighton,Leeds,2,0,H
2021-05-01,2020-21,Chelsea,Fulham,2,0,H
2021-05-01,2020-21,Everton,Aston Villa,1,2,A
2021-05-02,2020-21,Newcastle,Arsenal,0,2,A
2021-05-02,2020-21,Tottenham,Sheffield United,4,0,H
2021-05-03,2020-21,West Brom,Wolves,1,1,D
2021-05-03,2020-21,Burnley,West Ham,1,2,A
2021-05-07,2020-21,Leicester,Newcastle,2,4,A
2021-05-08,2020-21,Leeds,Tottenham,3,1,H
2021-05-08,2020-21,Sheffield United,Crystal Palace,0,2,A
2021-05-08,2020-21,Man City,Chelsea,1,2,A
2021-05-08,2020-21,Liverpool,Southampton,2,0,H
2021-05-09,2020-21,Wolves,Brighton,2,1,H
2021-05-09,2020-21,Aston Villa,Man United,1,3,A
2021-05-09,2020-21,West Ham,Everton,0,1,A
2021-05-09,2020-21,Arsenal,West Brom,3,1,H
2021-05-10,2020-21,Fulham,Burnley,0,2,A
2021-05-11,2020-21,Man United,Leicester,1,2,A
2021-05-11,2020-21,Southampton,Crystal Palace,3,1,H
2021-05-12,2020-21,Chelsea,Arsenal,0,1,A
2021-05-13,2020-21,Aston Villa,Everton,0,0,D
2021-05-13,2020-21,Man United,Liverpool,2,4,A
2021-05-14,2020-21,Newcastle,Man City,3,4,A
2021-05-15,2020-21,Burnley,Leeds,0,4,A
2021-05-15,2020-21,Southampton,Fulham,3,1,H
2021-05-15,2020-21,Brighton,West Ham,1,1,D
2021-05-16,2020-21,Crystal Palace,Aston Villa,3,2,H
2021-05-16,2020-21,Tottenham,Wolves,2,0,H
2021-05-16,2020-21,West Brom,Liverpool,1,2,A
2021-05-16,2020-21,Everton,Sheffield United,0,1,A
2021-05-18,2020-21,Man United,Fulham,1,1,D
2021-05-18,2020-21,Southampton,Leeds,0,2,A
2021-05-18,2020-21,Brighton,Man City,3,2,H
2021-05-18,2020-21,Chelsea,Leicester,2,1,H
2021-05-19,2020-21,Everton,Wolves,1,0,H
2021-05-19,2020-21,Newcastle,Sheffield United,1,0,H
2021-05-19,2020-21,Tottenham,Aston Villa,1,2,A
2021-05-19,2020-21,Crystal Palace,Arsenal,1,3,A
2021-05-19,2020-21,Burnley,Liverpool,0,3,A
2021-05-19,2020-21,West Brom,West Ham,1,3,A
2021-05-23,2020-21,Arsenal,Brighton,2,0,H
2021-05-23,2020-21,Aston Villa,Chelsea,2,1,H
2021-05-23,2020-21,Fulham,Newcastle,0,2,A
2021-05-23,2020-21,Leeds,West Brom,3,1,H
2021-05-23,2020-21,Leicester,Tottenham,2,4,A
2021-05-23,2020-21,Liverpool,Crystal Palace,2,0,H
2021-05-23,2020-21,Man City,Everton,5,0,H
2021-05-23,2020-21,Sheffield United,Burnley,1,0,H
2021-05-23,2020-21,West Ham,Southampton,3,0,H
2021-05-23,2020-21,Wolves,Man United,1,2,A
2021-08-13,2021-22,Brentford,Arsenal,2,0,H
2021-08-14,2021-22,Man United,Leeds,5,1,H
2021-08-14,2021-22,Burnley,Brighton,1,2,A
2021-08-14,2021-22,Chelsea,Crystal Palace,3,0,H
2021-08-14,2021-22,Everton,Southampton,3,1,H
2021-08-14,2021-22,Leicester,Wolves,1,0,H
2021-08-14,2021-22,Watford,Aston Villa,3,2,H
2021-08-14,2021-22,Norwich,Liverpool,0,3,A
2021-08-15,2021-22,Newcastle,West Ham,2,4,A
2021-08-15,2021-22,Tottenham,Man City,1,0,H
2021-08-21,2021-22,Liverpool,Burnley,2,0,H
2021-08-21,2021-22,Aston Villa,Newcastle,2,0,H
2021-08-21,2021-22,Crystal Palace,Brentford,0,0,D
2021-08-21,2021-22,Leeds,Everton,2,2,D
2021-08-21,2021-22,Man City,Norwich,5,0,H
2021-08-21,2021-22,Brighton,Watford,2,0,H
2021-08-22,2021-22,Southampton,Man United,1,1,D
2021-08-22,2021-22,Wolves,Tottenham,0,1,A
2021-08-22,2021-22,Arsenal,Chelsea,0,2,A
2021-08-23,2021-22,West Ham,Leicester,4,1,H
2021-08-28,2021-22,Man City,Arsenal,5,0,H
2021-08-28,2021-22,Aston Villa,Brentford,1,1,D
2021-08-28,2021-22,Brighton,Everton,0,2,A
2021-08-28,2021-22,Newcastle,Southampton,2,2,D
2021-08-28,2021-22,Norwich,Leicester,1,2,A
2021-08-28,2021-22,West Ham,Crystal Palace,2,2,D
2021-08-28,2021-22,Liverpool,Chelsea,1,1,D
2021-08-29,2021-22,Burnley,Leeds,1,1,D
2021-08-29,2021-22,Tottenham,Watford,1,0,H
2021-08-29,2021-22,Wolves,Man United,0,1,A
2021-09-11,2021-22,Crystal Palace,Tottenham,3,0,H
2021-09-11,2021-22,Arsenal,Norwich,1,0,H
2021-09-11,2021-22,Brentford,Brighton,0,1,A
2021-09-11,2021-22,Leicester,Man City,0,1,A
2021-09-11,2021-22,Man United,Newcastle,4,1,H
2021-09-11,2021-22,Southampton,West Ham,0,0,D
2021-09-11,2021-22,Watford,Wolves,0,2,A
2021-09-11,2021-22,Chelsea,Aston Villa,3,0,H
2021-09-12,2021-22,Leeds,Liverpool,0,3,A
2021-09-13,2021-22,Everton,Burnley,3,1,H
2021-09-17,2021-22,Newcastle,Leeds,1,1,D
2021-09-18,2021-22,Wolves,Brentford,0,2,A
2021-09-18,2021-22,Burnley,Arsenal,0,1,A
2021-09-18,2021-22,Liverpool,Crystal Palace,3,0,H
2021-09-18,2021-22,Man City,Southampton,0,0,D
2021-09-18,2021-22,Norwich,Watford,1,3,A
2021-09-18,2021-22,Aston Villa,Everton,3,0,H
2021-09-19,2021-22,Brighton,Leicester,2,1,H
2021-09-19,2021-22,West Ham,Man United,1,2,A
2021-09-19,2021-22,Tottenham,Chelsea,0,3,A
2021-09-25,2021-22,Chelsea,Man City,0,1,A
2021-09-25,2021-22,Man United,Aston Villa,0,1,A
2021-09-25,2021-22,Everton,Norwich,2,0,H
2021-09-25,2021-22,Leeds,West Ham,1,2,A
2021-09-25,2021-22,Leicester,Burnley,2,2,D
2021-09-25,2021-22,Watford,Newcastle,1,1,D
2021-09-25,2021-22,Brentford,Liverpool,3,3,D
2021-09-26,2021-22,Southampton,Wolves,0,1,A
2021-09-26,2021-22,Arsenal,Tottenham,3,1,H
2021-09-27,2021-22,Crystal Palace,Brighton,1,1,D
2021-10-02,2021-22,Man United,Everton,1,1,D
2021-10-02,2021-22,Burnley,Norwich,0,0,D
2021-10-02,2021-22,Chelsea,Southampton,3,1,H
2021-10-02,2021-22,Leeds,Watford,1,0,H
2021-10-02,2021-22,Wolves,Newcastle,2,1,H
2021-10-02,2021-22,Brighton,Arsenal,0,0,D
2021-10-03,2021-22,Crystal Palace,Leicester,2,2,D
2021-10-03,2021-22,Tottenham,Aston Villa,2,1,H
2021-10-03,2021-22,West Ham,Brentford,1,2,A
2021-10-03,2021-22,Liverpool,Man City,2,2,D
2021-10-16,2021-22,Watford,Liverpool,0,5,A
2021-10-16,2021-22,Aston Villa,Wolves,2,3,A
2021-10-16,2021-22,Leicester,Man United,4,2,H
2021-10-16,2021-22,Man City,Burnley,2,0,H
2021-10-16,2021-22,Norwich,Brighton,0,0,D
2021-10-16,2021-22,Southampton,Leeds,1,0,H
2021-10-16,2021-22,Brentford,Chelsea,0,1,A
2021-10-17,2021-22,Everton,West Ham,0,1,A
2021-10-17,2021-22,Newcastle,Tottenham,2,3,A
2021-10-18,2021-22,Arsenal,Crystal Palace,2,2,D
2021-10-22,2021-22,Arsenal,Aston Villa,3,1,H
2021-10-23,2021-22,Chelsea,Norwich,7,0,H
2021-10-23,2021-22,Crystal Palace,Newcastle,1,1,D
2021-10-23,2021-22,Everton,Watford,2,5,A
2021-10-23,2021-22,Leeds,Wolves,1,1,D
2021-10-23,2021-22,Southampton,Burnley,2,2,D
2021-10-23,2021-22,Brighton,Man City,1,4,A
2021-10-24,2021-22,Brentford,Leicester,1,2,A
2021-10-24,2021-22,West Ham,Tottenham,1,0,H
2021-10-24,2021-22,Man United,Liverpool,0,5,A
2021-10-30,2021-22,Leicester,Arsenal,0,2,A
2021-10-30,2021-22,Burnley,Brentford,3,1,H
2021-10-30,2021-22,Liverpool,Brighton,2,2,D
2021-10-30,2021-22,Man City,Crystal Palace,0,2,A
2021-10-30,2021-22,Newcastle,Chelsea,0,3,A
2021-10-30,2021-22,Watford,Southampton,0,1,A
2021-10-30,2021-22,Tottenham,Man United,0,3,A
2021-10-31,2021-22,Norwich,Leeds,1,2,A
2021-10-31,2021-22,Aston Villa,West Ham,1,4,A
2021-11-01,2021-22,Wolves,Everton,2,1,H
2021-11-05,2021-22,Southampton,Aston Villa,1,0,H
2021-11-06,2021-22,Man United,Man City,0,2,A
2021-11-06,2021-22,Brentford,Norwich,1,2,A
2021-11-06,2021-22,Chelsea,Burnley,1,1,D
2021-11-06,2021-22,Crystal Palace,Wolves,2,0,H
2021-11-06,2021-22,Brighton,Newcastle,1,1,D
2021-11-07,2021-22,Arsenal,Watford,1,0,H
2021-11-07,2021-22,Everton,Tottenham,0,0,D
2021-11-07,2021-22,Leeds,Leicester,1,1,D
2021-11-07,2021-22,West Ham,Liverpool,3,2,H
2021-11-20,2021-22,Leicester,Chelsea,0,3,A
2021-11-20,2021-22,Aston Villa,Brighton,2,0,H
2021-11-20,2021-22,Burnley,Crystal Palace,3,3,D
2021-11-20,2021-22,Newcastle,Brentford,3,3,D
2021-11-20,2021-22,Norwich,Southampton,2,1,H
2021-11-20,2021-22,Watford,Man United,4,1,H
2021-11-20,2021-22,Wolves,West Ham,1,0,H
2021-11-20,2021-22,Liverpool,Arsenal,4,0,H
2021-11-21,2021-22,Man City,Everton,3,0,H
2021-11-21,2021-22,Tottenham,Leeds,2,1,H
2021-11-27,2021-22,Arsenal,Newcastle,2,0,H
2021-11-27,2021-22,Crystal Palace,Aston Villa,1,2,A
2021-11-27,2021-22,Liverpool,Southampton,4,0,H
2021-11-27,2021-22,Norwich,Wolves,0,0,D
2021-11-27,2021-22,Brighton,Leeds,0,0,D
2021-11-28,2021-22,Brentford,Everton,1,0,H
2021-11-28,2021-22,Leicester,Watford,4,2,H
2021-11-28,2021-22,Man City,West Ham,2,1,H
2021-11-28,2021-22,Chelsea,Man United,1,1,D
2021-11-30,2021-22,Newcastle,Norwich,1,1,D
2021-11-30,2021-22,Leeds,Crystal Palace,1,0,H
2021-12-01,2021-22,Southampton,Leicester,2,2,D
2021-12-01,2021-22,Watford,Chelsea,1,2,A
2021-12-01,2021-22,West Ham,Brighton,1,1,D
2021-12-01,2021-22,Wolves,Burnley,0,0,D
2021-12-01,2021-22,Aston Villa,Man City,1,2,A
2021-12-01,2021-22,Everton,Liverpool,1,4,A
2021-12-02,2021-22,Tottenham,Brentford,2,0,H
2021-12-02,2021-22,Man United,Arsenal,3,2,H
2021-12-04,2021-22,West Ham,Chelsea,3,2,H
2021-12-04,2021-22,Newcastle,Burnley,1,0,H
2021-12-04,2021-22,Southampton,Brighton,1,1,D
2021-12-04,2021-22,Wolves,Liverpool,0,1,A
2021-12-04,2021-22,Watford,Man City,1,3,A
2021-12-05,2021-22,Leeds,Brentford,2,2,D
2021-12-05,2021-22,Man United,Crystal Palace,1,0,H
2021-12-05,2021-22,Tottenham,Norwich,3,0,H
2021-12-05,2021-22,Aston Villa,Leicester,2,1,H
2021-12-06,2021-22,Everton,Arsenal,2,1,H
2021-12-10,2021-22,Brentford,Watford,2,1,H
2021-12-11,2021-22,Man City,Wolves,1,0,H
2021-12-11,2021-22,Arsenal,Southampton,3,0,H
2021-12-11,2021-22,Chelsea,Leeds,3,2,H
2021-12-11,2021-22,Liverpool,Aston Villa,1,0,H
2021-12-11,2021-22,Norwich,Man United,0,1,A
2021-12-12,2021-22,Burnley,West Ham,0,0,D
2021-12-12,2021-22,Leicester,Newcastle,4,0,H
2021-12-12,2021-22,Crystal Palace,Everton,3,1,H
2021-12-14,2021-22,Norwich,Aston Villa,0,2,A
2021-12-14,2021-22,Man City,Leeds,7,0,H
2021-12-15,2021-22,Brighton,Wolves,0,1,A
2021-12-15,2021-22,Crystal Palace,Southampton,2,2,D
2021-12-15,2021-22,Arsenal,West Ham,2,0,H
2021-12-16,2021-22,Chelsea,Everton,1,1,D
2021-12-16,2021-22,Liverpool,Newcastle,3,1,H
2021-12-18,2021-22,Leeds,Arsenal,1,4,A
2021-12-19,2021-22,Newcastle,Man City,0,4,A
2021-12-19,2021-22,Wolves,Chelsea,0,0,D
2021-12-19,2021-22,Tottenham,Liverpool,2,2,D
2021-12-26,2021-22,Man City,Leicester,6,3,H
2021-12-26,2021-22,Norwich,Arsenal,0,5,A
2021-12-26,2021-22,Tottenham,Crystal Palace,3,0,H
2021-12-26,2021-22,West Ham,Southampton,2,3,A
2021-12-26,2021-22,Aston Villa,Chelsea,1,3,A
2021-12-26,2021-22,Brighton,Brentford,2,0,H
2021-12-27,2021-22,Newcastle,Man United,1,1,D
2021-12-28,2021-22,Crystal Palace,Norwich,3,0,H
2021-12-28,2021-22,Southampton,Tottenham,1,1,D
2021-12-28,2021-22,Watford,West Ham,1,4,A
2021-12-28,2021-22,Leicester,Liverpool,1,0,H
2021-12-29,2021-22,Chelsea,Brighton,1,1,D
2021-12-29,2021-22,Brentford,Man City,0,1,A
2021-12-30,2021-22,Man United,Burnley,3,1,H
2022-01-01,2021-22,Arsenal,Man City,1,2,A
2022-01-01,2021-22,Watford,Tottenham,0,1,A
2022-01-01,2021-22,Crystal Palace,West Ham,2,3,A
2022-01-02,2021-22,Brentford,Aston Villa,2,1,H
2022-01-02,2021-22,Everton,Brighton,2,3,A
2022-01-02,2021-22,Leeds,Burnley,3,1,H
2022-01-02,2021-22,Chelsea,Liverpool,2,2,D
2022-01-03,2021-22,Man United,Wolves,0,1,A
2022-01-11,2021-22,Southampton,Brentford,4,1,H
2022-01-12,2021-22,West Ham,Norwich,2,0,H
2022-01-14,2021-22,Brighton,Crystal Palace,1,1,D
2022-01-15,2021-22,Man City,Chelsea,1,0,H
2022-01-15,2021-22,Newcastle,Watford,1,1,D
2022-01-15,2021-22,Norwich,Everton,2,1,H
2022-01-15,2021-22,Wolves,Southampton,3,1,H
2022-01-15,2021-22,Aston Villa,Man United,2,2,D
2022-01-16,2021-22,Liverpool,Brentford,3,0,H
2022-01-16,2021-22,West Ham,Leeds,2,3,A
2022-01-18,2021-22,Brighton,Chelsea,1,1,D
2022-01-19,2021-22,Leicester,Tottenham,2,3,A
2022-01-19,2021-22,Brentford,Man United,1,3,A
2022-01-21,2021-22,Watford,Norwich,0,3,A
2022-01-22,2021-22,Everton,Aston Villa,0,1,A
2022-01-22,2021-22,Brentford,Wolves,1,2,A
2022-01-22,2021-22,Leeds,Newcastle,0,1,A
2022-01-22,2021-22,Man United,West Ham,1,0,H
2022-01-22,2021-22,Southampton,Man City,1,1,D
2022-01-23,2021-22,Arsenal,Burnley,0,0,D
2022-01-23,2021-22,Crystal Palace,Liverpool,1,3,A
2022-01-23,2021-22,Leicester,Brighton,1,1,D
2022-01-23,2021-22,Chelsea,Tottenham,2,0,H
2022-02-05,2021-22,Burnley,Watford,0,0,D
2022-02-08,2021-22,Newcastle,Everton,3,1,H
2022-02-08,2021-22,West Ham,Watford,1,0,H
2022-02-08,2021-22,Burnley,Man United,1,1,D
2022-02-09,2021-22,Man City,Brentford,2,0,H
2022-02-09,2021-22,Norwich,Crystal Palace,1,1,D
2022-02-09,2021-22,Tottenham,Southampton,2,3,A
2022-02-09,2021-22,Aston Villa,Leeds,3,3,D
2022-02-10,2021-22,Liverpool,Leicester,2,0,H
2022-02-10,2021-22,Wolves,Arsenal,0,1,A
2022-02-12,2021-22,Man United,Southampton,1,1,D
2022-02-12,2021-22,Brentford,Crystal Palace,0,0,D
2022-02-12,2021-22,Everton,Leeds,3,0,H
2022-02-12,2021-22,Watford,Brighton,0,2,A
2022-02-12,2021-22,Norwich,Man City,0,4,A
2022-02-13,2021-22,Burnley,Liverpool,0,1,A
2022-02-13,2021-22,Newcastle,Aston Villa,1,0,H
2022-02-13,2021-22,Tottenham,Wolves,0,2,A
2022-02-13,2021-22,Leicester,West Ham,2,2,D
2022-02-15,2021-22,Man United,Brighton,2,0,H
2022-02-19,2021-22,West Ham,Newcastle,1,1,D
2022-02-19,2021-22,Arsenal,Brentford,2,1,H
2022-02-19,2021-22,Aston Villa,Watford,0,1,A
2022-02-19,2021-22,Brighton,Burnley,0,3,A
2022-02-19,2021-22,Crystal Palace,Chelsea,0,1,A
2022-02-19,2021-22,Liverpool,Norwich,3,1,H
2022-02-19,2021-22,Southampton,Everton,2,0,H
2022-02-19,2021-22,Man City,Tottenham,2,3,A
2022-02-20,2021-22,Leeds,Man United,2,4,A
2022-02-20,2021-22,Wolves,Leicester,2,1,H
2022-02-23,2021-22,Burnley,Tottenham,1,0,H
2022-02-23,2021-22,Watford,Crystal Palace,1,4,A
2022-02-23,2021-22,Liverpool,Leeds,6,0,H
2022-02-24,2021-22,Arsenal,Wolves,2,1,H
2022-02-25,2021-22,Southampton,Norwich,2,0,H
2022-02-26,2021-22,Leeds,Tottenham,0,4,A
2022-02-26,2021-22,Brentford,Newcastle,0,2,A
2022-02-26,2021-22,Crystal Palace,Burnley,1,1,D
2022-02-26,2021-22,Man United,Watford,0,0,D
2022-02-26,2021-22,Brighton,Aston Villa,0,2,A
2022-02-26,2021-22,Everton,Man City,0,1,A
2022-02-27,2021-22,West Ham,Wolves,1,0,H
2022-03-01,2021-22,Burnley,Leicester,0,2,A
2022-03-05,2021-22,Leicester,Leeds,1,0,H
2022-03-05,2021-22,Aston Villa,Southampton,4,0,H
2022-03-05,2021-22,Burnley,Chelsea,0,4,A
2022-03-05,2021-22,Newcastle,Brighton,2,1,H
2022-03-05,2021-22,Norwich,Brentford,1,3,A
2022-03-05,2021-22,Wolves,Crystal Palace,0,2,A
2022-03-05,2021-22,Liverpool,West Ham,1,0,H
2022-03-06,2021-22,Watford,Arsenal,2,3,A
2022-03-06,2021-22,Man City,Man United,4,1,H
2022-03-07,2021-22,Tottenham,Everton,5,0,H
2022-03-10,2021-22,Norwich,Chelsea,1,3,A
2022-03-10,2021-22,Southampton,Newcastle,1,2,A
2022-03-10,2021-22,Wolves,Watford,4,0,H
2022-03-10,2021-22,Leeds,Aston Villa,0,3,A
2022-03-12,2021-22,Brighton,Liverpool,0,2,A
2022-03-12,2021-22,Brentford,Burnley,2,0,H
2022-03-12,2021-22,Man United,Tottenham,3,2,H
2022-03-13,2021-22,Chelsea,Newcastle,1,0,H
2022-03-13,2021-22,Everton,Wolves,0,1,A
2022-03-13,2021-22,Leeds,Norwich,2,1,H
2022-03-13,2021-22,Southampton,Watford,1,2,A
2022-03-13,2021-22,West Ham,Aston Villa,2,1,H
2022-03-13,2021-22,Arsenal,Leicester,2,0,H
2022-03-14,2021-22,Crystal Palace,Man City,0,0,D
2022-03-16,2021-22,Brighton,Tottenham,0,2,A
2022-03-16,2021-22,Arsenal,Liverpool,0,2,A
2022-03-17,2021-22,Everton,Newcastle,1,0,H
2022-03-18,2021-22,Wolves,Leeds,2,3,A
2022-03-19,2021-22,Aston Villa,Arsenal,0,1,A
2022-03-20,2021-22,Leicester,Brentford,2,1,H
2022-03-20,2021-22,Tottenham,West Ham,3,1,H
2022-04-02,2021-22,Liverpool,Watford,2,0,H
2022-04-02,2021-22,Brighton,Norwich,0,0,D
2022-04-02,2021-22,Burnley,Man City,0,2,A
2022-04-02,2021-22,Chelsea,Brentford,1,4,A
2022-04-02,2021-22,Leeds,Southampton,1,1,D
2022-04-02,2021-22,Wolves,Aston Villa,2,1,H
2022-04-02,2021-22,Man United,Leicester,1,1,D
2022-04-03,2021-22,West Ham,Everton,2,1,H
2022-04-03,2021-22,Tottenham,Newcastle,5,1,H
2022-04-04,2021-22,Crystal Palace,Arsenal,3,0,H
2022-04-06,2021-22,Burnley,Everton,3,2,H
2022-04-08,2021-22,Newcastle,Wolves,1,0,H
2022-04-09,2021-22,Everton,Man United,1,0,H
2022-04-09,2021-22,Arsenal,Brighton,1,2,A
2022-04-09,2021-22,Southampton,Chelsea,0,6,A
2022-04-09,2021-22,Watford,Leeds,0,3,A
2022-04-09,2021-22,Aston Villa,Tottenham,0,4,A
2022-04-10,2021-22,Brentford,West Ham,2,0,H
2022-04-10,2021-22,Leicester,Crystal Palace,2,1,H
2022-04-10,2021-22,Norwich,Burnley,2,0,H
2022-04-10,2021-22,Man City,Liverpool,2,2,D
2022-04-16,2021-22,Tottenham,Brighton,0,1,A
